id,name,primary_image,category_id,subcategory_id,product_id,availability,price (цена),weight (вес),weight_class,year,created_at,updated_at,seo,secondary_images,tags,description,name_ru,description_ru
1420,Епін Максі 2 мл,p407060.jpg,400,407,p4071420,0,18.5,2,мл,2026,3/3/2028,5/18/2028,epin-maksi-2-ml,,"universal,disease_resistant,late_blight","Епін максі 2 мл Препарат Епін для розсади і квіткових рослин - ефективний стимулятор, що характеризується вираженою антистресовою дією. Його застосування доцільне в разі підтоплення, заморозків, нашестя шкідників або зараження грибковими хворобами.оскільки Епін для троянд та інших насаджень покращує стійкість рослин до різних стресових факторів

Переваги препарату Епін Максі Препарат Епін Максі використовують для поліпшення росту і розвитку овочевих культур, ягідних чагарників, декоративних і квіткових насаджень. Засіб не тільки покращує зовнішній вигляд та імунітет, а й підвищує врожайність, стійкість до таких хвороб, як фітофтороз, пероноспороз, бактеріоз, парша та інші. Також застосовують Епін для хвойних дерев і кущів у лікувальних і профілактичних цілях. Стимулятор росту Епін має такі переваги: підвищує стійкість до хвороб; універсальний у застосуванні - Епін Максі можна поєднувати з іншими препаратами захисту рослин для посилення ефекту; прискорює проростання насіння, розвиток розсади після пікіровки, добриво Епін також омолоджує старі рослини і допомагає оживити ослаблені.",Епин Макси 2 мл,
1421,Зав'язь Зелений Щит 10 г,p407061.jpg,400,407,p4071421,20,15.88,10,гр,2026,3/4/2028,5/19/2028,zav-iaz-zelenii-shchit-10-g,,"keeping,drought_tolerant","Зав'язь Зелений Щит 10 г Препарат Зав'язь є ефективним стимулятором плодоутворення, який використовують для овочів відкритого і закритого ґрунту. Він також застосовується для плодових дерев і чагарників. Як свідчать відгуки, Зав'язь ефективна навіть у разі формування незапліднених зав'язей, адже вони починають активно розвиватися. Стимулятор росту Зав'язь і його переваги Засіб Зав'язь Зелений Щит не тільки сприяє утворенню плодів, а й підвищує стійкість культур до різних захворювань і несприятливих умов вирощування. Гіберелінові речовини, що містять стимулятор, дуже важливі під час формування бутонів і квіток, адже, якщо не використовувати Зав'язь для рослин, спостерігається малоінтенсивне цвітіння і низька врожайність. Стимулятор плодоутворення Зав'язь широко застосовується в городництві та садівництві, адже має низку переваг, а саме: прискорений ріст овочів і плодів, а також поліпшення їхньої лежкості; підвищення врожайності та скорочення терміну дозрівання на 5-7 днів, якщо препарат Зав'язь для винограду, кабачків та інших культур правильно використовувався; поліпшення смакових якостей овочів, фруктів і ягід; зниження кількості незапліднених і опалих частин, якщо Зав'язь для полуниці і овочів застосовували в період цвітіння і бутонізації; підвищення стійкості до несприятливих погодних умов (добриво Зав'язь ефективне під час посухи, дощів, відсутності комах-запилювачів). Активний компонент Гіберелінова кислота (натрієва) Препаративна форма Порошок Культури Фізаліс, томати, баклажани, смородина, кабачки, гарбуз та ін.",Завязь. Зеленый щит 10 гр,
1423,Квантум Бор Актив 100 мл,p407063.jpg,400,407,p4071423,0,47.9,100,мл,2026,3/5/2028,5/20/2028,kvantum-bor-aktiv-100-ml,,,,Квантум Бор Актив 100 мл,
1424,Квантум Бор Актив 30 мл,p407064.jpg,400,407,p4071424,20,15,30,мл,2026,3/6/2028,5/21/2028,kvantum-bor-aktiv-30-ml,,,,Квантум БорАктив 30 мл,
1429,Квантум Хелат Заліза 100 мл,p407069.jpg,400,407,p4071429,0,62,100,мл,2026,3/7/2028,5/22/2028,kvantum-khelat-zaliza-100-ml,,,,Квантум Халат железа 100 мл,
1430,Квантум Хелат Заліза 30 мл,p407070.jpg,400,407,p4071430,20,20,30,мл,2026,3/8/2028,5/23/2028,kvantum-khelat-zaliza-30-ml,,,"Халат заліза Fe 32%, антихлоризин, добриво, відновлює приємний колір листя, заповнює дефіцит заліза. Застосовують при лікуванні та профілактики хлорозу методом обприскування . Фруктових дерев, овочів, та квітів. Ваші рослини з цим препаратом завжди яскраві та живі. ",Квантум Халат железа 30 мл,
1431,Квантум Хелат Молібдену 10 мл,p407071.jpg,400,407,p4071431,0,15,10,мл,2026,3/9/2028,5/24/2028,kvantum-khelat-molibdenu-10-ml,,,,Молибден 10 мл,
1432,"Супер добриво для картоплі, батату 1 кг",p407072.jpg,400,407,p4071432,20,178,1,кг,2026,3/10/2028,5/25/2028,super-dobrivo-dlia-kartopli-batatu-1-kg,,"disease_resistant,long_storage","Супер добриво для картоплі, батату 1 кг Супер добриво для картоплі - це добриво для картоплі яке містить азот, фосфор, калій та інші мікроелементи, що сприяють активному росту бадилля, формуванню більшої кількості бульб і набору їх маси. Воно також забезпечує високий вміст крохмалю, здорові бульби та покращує їх зберігання. Переваги стимулює ріст рослин та сприяє формуванню більшої кількості бульб забезпечує високий рівень крохмалю в бульбах, що підвищує їх якість покращує стійкість бульб до хвороб і забезпечує їх довге зберігання містить важливі елементи, такі як бор, калій, фосфор, які підвищують стійкість до стресів і покращують якість врожаю","Супер Добриво Сотка. Картопля, батат1кґ",
1438,Супер Добриво універсальне Nordic Supreme 1 кг,p407078.jpg,400,407,p4071438,20,178.5,1,кг,2026,3/11/2028,5/26/2028,super-dobrivo-universalne-nordic-supreme-1-kg,,"universal,disease_resistant","Супер Добриво універсальне Універсальне добриво спеціально розроблено для покращення росту та розвитку рослин, забезпечуючи їм необхідні поживні речовини. Його використання сприяє здоровому формуванню листя та пагонів, покращує цвітіння та формування зав'язі. Добриво допомагає утворювати сильну імунітет рослин, забезпечуючи стійкість до стресів, температурних змін, і захищаючи від хвороб. Крім того, воно сприяє утворенню яскравого забарвлення і підвищує аромат плодів, що робить їх більш привабливими та тривалими для зберігання. Переваги Покращує ріст та розвиток рослин протягом вегетації Підвищує вміст крохмалю та вітамінів За рахунок молібдену, врожай виходить без нітратів Гранульована форма добрива забезпечує точне розподіл елементів у грунті Стимулюючий ефект на формування потужної кореневої системи",Супер Добриво Универсальные 1 кг,
1443,Супер добриво. Селітра кальцієва 250 г,p407083.jpg,400,407,p4071443,0,55,250,гр,2026,3/12/2028,5/27/2028,super-dobrivo-selitra-kaltsiieva-250-g,,"juice,juicy,late_blight","Селітра кальцієва 250 г Це водорозчинне добриво, що містить азот та кальцій, використовується для стимуляції швидкого розвитку, ефективного вкорінення, зростання вегетативної маси та підсилення імунітету овочевих та садових рослин. З високим вмістом кальцію (26,5%) та азоту (15,5%), це добриво є оптимальним рішенням для збагачення кислих ґрунтів. Воно не лише не сприяє подальшому закисленню грунту, але й активно сприяє нейтралізації надлишкових мікроелементів, таких як залізо, марганець та алюміній, які часто зустрічаються у великій кількості у кислих ґрунтах. Це, у свою чергу, допомагає врегулювати кислотно-лужний баланс грунту. Переваги Огірки та кабачки: запобігає утворенню гнилей на кореневій системі, стеблах та плодах. Томати: підтримує розвиток імунітету розсади до таких захворювань, як фітофтороз та вершинна гниль плодів. Перці: сприяє формуванню міцного стебла та вирощуванню великих, швидко дозріваючих плодів. Капуста: стимулює швидкий ріст і допомагає швидкому формуванню головки, захищає від кили. Цибуля та часник: сприяє інтенсивному зростанню зеленої маси та надає захист від гнилі. Картопля: стимулює розвиток вегетативної маси та попереджає розвиток мокрої та бактеріальної гнилі. Виноград та малина: запобігає тріщинам на ягодах. Слива, вишня, яблуня: забезпечує рівномірне розподілення кальцію в плодах, поліпшує смак, соковитість та збільшує термін зберігання. Суниця (Полуниця): покращує розвиток кореневої системи, зменшує ламкість пагонів, збільшує кількість цвітіння. Квіти: укріплює нижні стебла ламких рослин.",Супер удобрение Селитра кальциевая 250 гр,
1444,Діамафоска 3кг,,400,407,p4071444,20,245,3,кг,2026,3/13/2028,5/28/2028,super-dobrivo-sotka-dlia-rozsadi-20-g,,,"Діамафоска комплексне, гранульоване мінеральне добриво, яке містить: Азот(N), Фосфор(P)і Калій (K).Найпопулярніша пропорція, 10+25+25 та10+26+ 26 добриво вноситься легко , як на весні так і в осени , а також протягом вегетаційного періоду рослин. ",Диамофоска 3 кг,
1445,Супер добриво. Сотка. Монокалій фосфат 20 г,p407085.jpg,400,407,p4071445,0,20,20,гр,2026,3/14/2028,5/29/2028,super-dobrivo-sotka-monokalii-fosfat-20-g,,open_field,Опис Супер добриво. Сотка. Монокалій фосфат 20 г - добриво у вигляді кристалічного порошку для умов відкритого грунту. Переваги сприяє активному росту кореневої системи та інтенсивному цвітінню підвищує стійкість до борошнистої роси покращує якість плодів і подовжує їх зберігання,Супер Удобрение Монокалий фосфат 20 гр,
1446,Супер фосфат 1кг,,400,407,p4071446,20,78,1,кг,2026,3/15/2028,5/30/2028,super-dobrivo-sotka-ukoriniuvach-20-g,,,Супер фосфат СУПЕР ДОБРИВО сильна коренева система прискорення наростання бічних корінців імунітет від загнивання кореневої системи відновлення пошкоджених коренів Р.,Супер фосфат 1 кг,
1447,Аміачна селітра,,400,407,p4071447,0,91,1,кг,2026,3/16/2028,5/31/2028,super-dobrivo-universal-250-g,,"universal,disease_resistant","Аміачна селітра 1 кг. водорозчинне кристалічне Універсальне добриво спеціально розроблено для покращення росту та розвитку рослин, забезпечуючи їм необхідні поживні речовини. Його використання сприяє здоровому формуванню листя та пагонів, покращує цвітіння та формування зав'язі. Добриво допомагає утворювати сильну імунітет рослин, забезпечуючи стійкість до стресів, температурних змін, і захищаючи від хвороб. Крім того, воно сприяє утворенню яскравого забарвлення і підвищує аромат плодів, що робить їх більш привабливими та тривалими для зберігання. Переваги Інтенсивне відростання пагонів. Формування здорових та життєдайні бруньки. Активне плодоношення. Підвищення загального рівня здоров'я та витривалості фруктових дерев. Сприяння оптимальному фізіологічному розвитку рослин. Забезпечення високого рівня енергії та поживних речовин для рослинного організму. Покращення якості та кількості урожаю. Стимулювання росту та розвитку бруньок, що сприяє загальному вигляду рослин.",Амиачная селитра,
1453,Біошок 40г,p408001.jpg,400,408,p4081453,20,37.61,40,гр,2026,3/17/2028,6/1/2028,bioshok-40g-1453,,,"Опис Біошок 40 г Фунгіцид  Біошок - препарат контактної дії, котрий призначений для знищення бактеріальних і грибкових захворювань фруктових дерев, овочевих культур, декоративних рослин. Як профілактичний засіб чинить дезінфікуючу та бактерицидну дію; як лікувальний - ефективно усуває перші ознаки захворювання. Переваги Біошок відрізняється: швидкою контактною дією; збереженням активності за різких коливань температури; здатністю покривати листя, стебла, не проникаючи всередину органів і не змінюючи смакових властивостей рослини; сумісністю з класичними та новими засобами захисту рослин; тривалим терміном застосування в органічному господарстві; відсутністю фітотоксичності за умови дотримання рекомендованих норм.",,
1454,Блу Голд 30 мл,p408002.jpg,400,408,p4081454,20,22.15,30,мл,2026,3/18/2028,6/2/2028,blu-gold-30-ml-1454,,,"Блу голд фунгіцид 30 мл Препарат Блу Голд належить до системно-контактних засобів, які борються із захворюваннями садових і овочевих культур. Основна речовина - мідь. Фунгіцид застосовується разом з іншими препаратами, посилюючи загальний вплив. Блуголд добре тримається на рослині після обробки, йому не страшні вітер або опади. Переваги Блу Голд - фунгіцид, який широко застосовується городниками та садівниками, оскільки: перешкоджає проникненню в рослину грибкових спор і бактерій; захищає культуру тривалий час; не становить небезпеки для навколишнього середовища; економний; зручний у застосуванні; усуває відомі захворювання винограду, фруктових дерев, овочів.",,
1455,Бордоська рідина 500 мл,p408003.jpg,400,408,p4081455,20,53.04,500,мл,2026,3/19/2028,6/3/2028,bordoska-ridina-500-ml,,"universal,black,firm","Купити Бордоську рідину 500 мл Бордоська рідина - речовина з гашеного вапна і мідного купоросу, розведена у воді. Фунгіцидні властивості розчину з цих двох компонентів було відкрито ще в ХІХ столітті, їх успішно застосовують у садівництві й досі. Обробка бордоською рідиною навесні та восени дозволяє захистити рослини від шкідників. Бордоська рідина для винограду, помідорів, троянд При грамотному підборі пропорцій розчин проникає в клітинні структури рослин і знищує шкідників. Він створює щільний бар'єр, що перешкоджає розвитку патогенних мікроорганізмів. Склад має бути однорідним блакитного відтінку, за рахунок мідного купоросу. У садівництві найпоширенішими є 1 відсоткова та 3 відсоткова бордоська суміші. Для приготування першого варіанту використовують по 100 грамів вапна і мідного купоросу, 3% розчину - по 300 грамів інгредієнтів, у 10 літрах води. Склад бордоської суміші для винограду, персика, полуниці та багатьох інших рослин характеризується наявністю мідного купоросу і гашеного вапна. Обробка Бордоською рідиною, відгуки, переваги Застосування бордоської суміші для обробки плодових дерев та інших рослин забезпечує низку переваг: висока ефективність - розчин справляється з різноманітними патологіями садових рослин, включно з чорною ніжкою, паршею, курчавістю листя; тривала дія - одна обробка забезпечує захист до 30 днів; універсальність - однаково ефективно діє бордоська суміш для хвойних дерев, овочевих, квіткових, плодово-ягіднихіна та інших культур; швидкий ефект - після викорінювальної обробки саду навесні діючі компоненти починають працювати вже через 2 години; невелика витрата - 1-2 літри готового розчину буде достатньо для обробки 10 квадратних метрів.",,
1456,Бордоська суміш 300 г,p408004.jpg,400,408,p4081456,20,38.74,300,гр,2026,3/20/2028,6/4/2028,bordoska-sumish-300-g-1456,,"universal,black,firm","Купити Бордоську суміш 300г Бордоська суміш - фунгіцид контактної дії,  застосовується для захисту плодово-ягідних, чагарників, овочів, квітів від різних шкідників і грибкових уражень. Ефективно обробляти рослини у період росту , для запобігання захворюванням, також можна використовувати його для знищення вже наявних патогенів. Бордоська рідина - речовина з гашеного вапна і мідного купоросу, розведена у воді. Фунгіцидні властивості розчину з цих двох компонентів було відкрито ще в ХІХ столітті, їх успішно застосовують у садівництві й досі. Обробка бордоською рідиною навесні та восени дозволяє захистити рослини від шкідників. Бордоська суміш для винограду, помідорів, троянд При грамотному підборі пропорцій розчин проникає в клітинні структури рослин і знищує шкідників. Він створює щільний бар'єр, що перешкоджає розвитку патогенних мікроорганізмів. Склад має бути однорідним блакитного відтінку, за рахунок мідного купоросу. У садівництві найпоширенішими є 1 відсоткова та 3 відсоткова бордоська суміші. Для приготування першого варіанту використовують по 100 грамів вапна і мідного купоросу, 3% розчину - по 300 грамів інгредієнтів, у 10 літрах води. Склад бордоської суміші для винограду, персика, полуниці та багатьох інших рослин характеризується наявністю мідного купоросу і гашеного вапна . Обробка Бордоською сумішшю, ціна, відгуки, переваги Застосування бордоської суміші для обробки плодових дерев та інших рослин забезпечує низку переваг: висока ефективність - розчин справляється з різноманітними патологіями садових рослин, включно з чорною ніжкою, паршею, курчавістю листя; тривала дія - одна обробка забезпечує захист до 30 днів; універсальність - однаково ефективно діє бордоська суміш для хвойних дерев, овочевих, квіткових, плодово-ягіднихіна та інших культур; швидкий ефект - після викорінювальної обробки саду навесні діючі компоненти починають працювати вже через 2 години; невелика витрата - 1-2 літри готового розчину буде достатньо для обробки 10 квадратних метрів.",,
1457,Залізний купорос 500 г,p408005.jpg,400,408,p4081457,20,21.9,500,гр,2026,3/21/2028,6/5/2028,zaliznii-kuporos-500-g-1457,,universal,"Залізний купорос 500 г Залізний купорос, або сульфат заліза - фунгіцид контактної дії у вигляді водорозчинних кристалів зеленуватого кольору. Залізо і сірка - компоненти, з яких складається залізний купорос (формула - FeSO₄). Садівники і квітникарі обробляють цим препаратом декоративні та плодові культури, газони, квіти. Це універсальний водорозчинний засіб, який використовується як мікродобриво. Залізний купорос для дерев і винограду, переваги: Фунгіциду надають перевагу через його: Тривалості терміну зберігання. Доведеної ефективності. Залізний купорос для винограду і різних культур відомий у господарстві давно. Доступності. Залізний купорос купується в будь-якому обсязі. Користі. Якщо використовувати залізний купорос, кореневе підживлення закриває потребу в цьому мінералі у рослин. Засіб покращує вироблення хлорофілу. Тривалість захисту рослин - 2 тижні.",,
1458,Зимовий оберіг 520 г,p408006.jpg,400,408,p4081458,20,47.93,520,гр,2026,3/22/2028,6/6/2028,zimovii-oberig-520-g,,,"Купити Зимовий Оберіг Зимовий оберіг - це складне добриво, яке має фунгіцидні та антисептичні властивості. Воно використовується для обприскування дерев і кущів перед випаданням листя з метою живлення рослин і боротьби з різними захворюваннями, такими як хлороз, парша, розпад плодів та інші гнилі, борошниста роса, мілдью на винограді, а також для боротьби з мохом і лишайниками. Цей засіб дозволяє дезінфікувати листя, не вимагаючи їх спалювання або видалення перед зимою.",,
1459,Липкий пояс для дерев 5 м Польща,p408007.jpg,400,408,p4081459,20,42.12,5,м,2026,3/23/2028,6/7/2028,lipkii-poias-dlia-derev-5-m-polshcha,,red,"Описание «Липкий пояс для деревьев» 5 м Липучка для деревьев от насекомых – прекрасный безопасный способ защитить плодовые насаждения от колоний вредителей. Простой в использовании пояс представляет собой ленту, пропитанную специальным сверхлипким клеем с двух сторон. Липучка легко крепится на ствол дерева, предотвращая возможность жизнедеятельности ползающих насекомых. Преимущества Специально подобранная формуляция клея позволяет удерживать липкие свойства до 4 месяцев. Осадки и колебания температурных режимов не способны снизить эффективность липучки. Допустимо использовать в любое время года. Средство полностью безопасно для растения, домашних животных, окружающей среды. Позволяет наблюдать за численностью и количеством вредителей. Цена Липкой ленты для деревьев 5 м зависит от количества приобретаемого товара",,
1460,Мідний купорос 100 г,p408008.jpg,400,408,p4081460,20,25.83,100,гр,2026,3/24/2028,6/8/2028,midnii-kuporos-100-g-1460,,,"Мідний купорос 100 г Обробка ґрунту, рослин та обприскування дерев мідним купоросом – ефективний метод профілактики та лікування грибкових захворювань. Контактний фунгіцид не лише знешкоджує хвороботворні мікроорганізми, а й сприяє підвищенню врожайності, бореться з пліснявою та перешкоджає гниттю овочів, фруктів. Пропорції та дозування залежать від мети обробки, адже препарат вирізняється широким спектром дії. Найкраще проводити профілактичні заходи та лікування мідним купоросом ранньою весною та восени.",,
1461,"Садовий бальзам ""Захисник"" зі сріблом, живицею 150 г",p408009.jpg,400,408,p4081461,20,32.4,150,гр,2026,3/25/2028,6/9/2028,sadovii-balzam-zakhisnik-zi-sriblom-zhivitseiu-150-g,,universal,"Садовий бальзам ""Захисник"" зі сріблом, живицею 150 г Садовий бальзам - універсальний засіб для замазування ран на плодово-ягідних і декоративних деревах. Препарат відмінно підходить для обробки в місцях розпилу, щеплення, опіків та інших пошкоджень деревини. У цих областях рослини виявляються вразливими до утворення гнилі при потраплянні вологи, розмноження грибка та інших патогенних мікроорганізмів. Однак обробка садовим бальзамом формує надійний захисний покрив на поверхні дерева. Переваги використання Застосування садового бальзаму стало поширеним для захисту пошкоджених дерев на зрізі, обробки дерев після цвітіння з кількох причин: ефективність - високий рівень захисних показників засобу; легкість нанесення - препарат має тягучу консистенцію, завдяки чому не важко буде обробити ним необхідні ділянки дерева; опірність температурним перепадам - при нагріванні під сонячними променями садовий бальзам зберігає свої бактерицидні та інші властивості; універсальність - використання садового бальзаму ефективне як для плодоносних дерев, так і для декоративних рослин або чагарників. Обробка дерев садовим бальзамом буде ефективною тільки при використанні якісно зварених сумішей. Купити садовий бальзам у нас можна за оптовою ціною при замовленні великої кількості продукту. Також в магазині вигідна вартість на Липкий пояс для боротьби з комахами.",,
1462,"Садовий бальзам ""РанНет"" 400 г",p408010.jpg,400,408,p4081462,20,71.56,400,гр,2026,3/26/2028,6/10/2028,sadovii-balzam-rannet-400-g,,universal,"Садовий бальзам ""Раннет"" 400 г Садовий бальзам - універсальний засіб для замазування ран на плодово-ягідних і декоративних деревах. Препарат відмінно підходить для обробки в місцях розпилу, щеплення, опіків та інших пошкоджень деревини. У цих областях рослини виявляються вразливими до утворення гнилі при потраплянні вологи, розмноження грибка та інших патогенних мікроорганізмів. Однак обробка садовим бальзамом формує надійний захисний покрив на поверхні дерева. Переваги використання Застосування садового бальзаму стало поширеним для захисту пошкоджених дерев на зрізі, обробки дерев після цвітіння з кількох причин: ефективність - високий рівень захисних показників засобу; легкість нанесення - препарат має тягучу консистенцію, завдяки чому не важко буде обробити ним необхідні ділянки дерева; опірність температурним перепадам - при нагріванні під сонячними променями садовий бальзам зберігає свої бактерицидні та інші властивості; універсальність - використання садового бальзаму ефективне як для плодоносних дерев, так і для декоративних рослин або чагарників. Обробка дерев садовим бальзамом буде ефективною тільки при використанні якісно зварених сумішей. Купити садовий бальзам у нас можна за оптовою ціною при замовленні великої кількості продукту. Також в магазині вигідна вартість на Липкий пояс для боротьби з комахами.",,
1463,Садовий вар Живиця 100 г,p408011.jpg,400,408,p4081463,20,18.52,100,гр,2026,3/27/2028,6/11/2028,sadovii-var-zhivitsia-100-g,,universal,"Садовий вар Живиця 100г купити Садовий вар - універсальний засіб для замазування ран на плодово-ягідних і декоративних деревах. Препарат відмінно підходить для обробки в місцях розпилу, щеплення, опіків та інших пошкоджень деревини. У цих областях рослини виявляються вразливими до утворення гнилі при потраплянні вологи, розмноження грибка та інших патогенних мікроорганізмів. Однак обробка садовим варом формує надійний захисний покрив на поверхні дерева. Садовий вар ціна, відгуки, переваги Застосування садового вару стало поширеним для захисту пошкоджених дерев на зрізі, обробки дерев після цвітіння з кількох причин: ефективність - високий рівень захисних показників засобу; легкість нанесення - препарат має тягучу консистенцію, завдяки чому не важко буде обробити ним необхідні ділянки дерева; опірність температурним перепадам - при нагріванні під сонячними променями садовий вар зберігає свої бактерицидні та інші властивості; універсальність - використання садового вару ефективне як для плодоносних дерев, так і для декоративних рослин або чагарників. Обробка дерев садовим варом буде ефективною тільки при використанні якісно зварених сумішей. Купити садовий вар у нас можна за оптовою ціною при замовленні великої кількості продукту. Також у магазині вигідна вартість на Липкий пояс для боротьби з комахами.",,
1464,Садовий Вар Живиця 200 г,p408012.jpg,400,408,p4081464,20,35.68,200,гр,2026,3/28/2028,6/12/2028,sadovii-var-zhivitsia-200-g,,universal,"Садовий вар Живиця 200г купити Садовий вар - універсальний засіб для замазування ран на плодово-ягідних і декоративних деревах. Препарат відмінно підходить для обробки в місцях розпилу, щеплення, опіків та інших пошкоджень деревини. У цих областях рослини виявляються вразливими до утворення гнилі при потраплянні вологи, розмноження грибка та інших патогенних мікроорганізмів. Однак обробка садовим варом формує надійний захисний покрив на поверхні дерева. Садовий вар ціна, відгуки, переваги Застосування садового вару стало поширеним для захисту пошкоджених дерев на зрізі, обробки дерев після цвітіння з кількох причин: ефективність - високий рівень захисних показників засобу; легкість нанесення - препарат має тягучу консистенцію, завдяки чому не важко буде обробити ним необхідні ділянки дерева; опірність температурним перепадам - при нагріванні під сонячними променями садовий вар зберігає свої бактерицидні та інші властивості; універсальність - використання садового вару ефективне як для плодоносних дерев, так і для декоративних рослин або чагарників. Обробка дерев садовим варом буде ефективною тільки при використанні якісно зварених сумішей. Купити садовий вар у нас можна за оптовою ціною при замовленні великої кількості продукту. Також у магазині вигідна вартість на Липкий пояс для боротьби з комахами.",,
1465,Чистий сад 50 г,p408013.jpg,400,408,p4081465,20,10.3,50,гр,2026,3/29/2028,6/13/2028,chistii-sad-50-g-1465,,universal,"Чистий Сад 50г Чистий сад - універсальний фунгіцид та інсектицид. Обробка саду ранньою весною цим препаратом чинить подвійну дію - ефективно захищає плодово-ягідні рослини і виноград від широкого переліку грибкових захворювань, комах-шкідників і кліщів. Засіб від шкідників Чистий сад відмінно знищує личинки комах, що зимують у корі дерев. Рекомендується також проводити обприскування саду восени, після збору врожаю. Така викорінювальна обробка значно скорочує кількість шкідливих комах і хвороботворних спор у саду і винограднику. Чистий сад відгуки, переваги Діюча речовина - фосмалдихлороксин 52% + інертний наповнювач. Цей препарат дає змогу скоротити кількість обробок саду і водночас досягти високого рівня захисту рослин від шкідників і хвороб завдяки комплексній дії. Успішно застосовують Чистий сад для винограду, яблунь, груш, персиків, абрикоса та інших плодових дерев. Препарат ""Чистий сад"": ефективно бореться з грибковими захворюваннями рослин; знищує всіх поширених кліщів і комах-шкідників; не викликає звикання, що дає змогу використовувати його щорічно; безпечний для рослин і людей; економічно вигідний. Він ефективний за температури не нижче +4 °С. Це дозволяє провести основну обробку дерев і винограду після збору плодів. Весняна обробка дерев і чагарників можлива до пробудження рослин, що також зручно під час планування робіт у саду.",,
